22.0,1.4670633613877726
22.25,1.8864832307694996
22.5,4.281227012470481
22.75,8.002128825493855
23.0,12.400022788846854
23.25,16.82574302153307
23.5,20.630123642559283
23.75,23.16410169820756
24.0,23.992649378057195
24.25,23.345445770892184
24.5,21.580827224193854
24.75,19.057130085441713
25.0,16.132690702118452
25.25,13.16584542170267
25.5,10.512468752850964
25.75,8.383260358272764
26.0,6.765344809044109
26.25,5.6267824179844865
26.5,4.930291247651439
26.75,4.576280708538889
27.0,4.42486352767628
27.25,4.335502260545127
27.5,4.18859149720447
27.75,3.9232112058502935
28.0,3.4886486475352285
28.25,2.834191083312362
28.5,1.9091257742347807
28.75,0.662739981356026
29.0,-0.9318680600208609
29.25,-2.4980822606412403
29.5,-3.3225750847987
29.75,-2.681706663530804
30.0,0.0
30.25,4.211625506386099
30.5,8.958677008486575
30.75,13.245054486100344
31.0,16.35729009618899
31.25,18.3142126054031
31.5,19.25169593470173
31.75,19.30561400504166
32.0,18.611840737379225
32.25,17.306250052673477
32.5,15.520901198825413
32.75,13.265479547688301
33.0,10.404257405026783
33.25,6.793041542622632
33.5,2.3639672149952276
33.75,-2.4061427026322235
34.0,-6.803734849351713
34.25,-10.118337540811808
34.5,-11.990315326227574
34.75,-12.677089723777954
35.0,-12.498756529337243
35.25,-11.775411538772005
35.5,-10.827150547955625
35.75,-9.974069352757397
36.0,-9.525812015287556
36.25,-9.446327969474169
36.5,-9.282720107514251
36.75,-8.557252758414506
37.0,-6.874898329837379
37.25,-4.429039516026478
37.5,-1.6681014824007434
37.75,0.9614967876359515
38.0,3.1496048307203637
38.25,4.774474741385347
38.5,5.728164051380645
38.75,5.90273029245418
39.0,5.19023099635524
39.25,3.4827236948317477
39.5,0.6972231851623292
39.75,-2.9619780788989374
40.0,-7.106591856280829
40.25,-11.345323158619976
40.5,-15.312274753515794
40.75,-18.76852374726286
41.0,-21.51474661529437
41.25,-23.35885784240827
41.5,-24.322905849029667
41.75,-24.67368476812635
42.0,-24.691370360108067
42.25,-24.65613838538684
42.5,-24.848164604371505
42.75,-25.547624777474084
43.0,-26.97942178357971
43.25,-28.643210998305676
43.5,-29.528226092761088
43.75,-28.61599450538324
44.0,-25.526633272605068
44.25,-21.313416191710985
44.5,-17.224837839058637
44.75,-14.36723947531209
45.0,-12.910042402257659
45.25,-12.6434321435313
45.5,-13.356522870411482
45.75,-14.83842875417804
46.0,-16.878263966110808
46.25,-19.265142677490076
46.5,-21.81215701073961
46.75,-24.486043858214998
47.0,-27.314154543530094
47.25,-30.323900456869524
47.5,-33.45106730739599
47.75,-36.36637478691773
48.0,-38.692888879187194
48.25,-40.083959167790454
48.5,-40.58652905198869
48.75,-40.52270368781592
49.0,-40.220229867481976
49.25,-40.00685438319488
49.5,-40.21032402716264
49.75,-41.15838559159283
50.0,-43.120566374549526
50.25,-45.7466747700405
50.5,-48.31223589355022
50.75,-50.09403502266787
51.0,-50.8006126194291
51.25,-50.837001711062385
51.5,-50.67145355255161
51.75,-50.7400352341856
52.0,-51.148050250942106
52.25,-51.80634673433178
52.5,-52.62328563946721
52.75,-53.50722792145825
53.0,-54.36653453541703
53.25,-55.10976772683989
53.5,-55.69833678983514
53.75,-56.216997233360416
54.0,-56.76807071147368
54.25,-57.44939435917286
54.5,-58.30394271302475
54.75,-59.337954082193846
55.0,-60.55699133696271
55.25,-61.96661734761574
55.5,-63.57239498443778
55.75,-65.3798871177114
56.0,-67.39465661772192
56.25,-69.62226635475145
